epoch,step,train_loss,val_acc,val_loss,train_acc,test_acc
4,3799,0.042248476296663284,,,,
4,3849,0.030479522421956062,,,,
4,3899,0.013097611255943775,,,,
4,3949,0.13887061178684235,,,,
4,3999,0.02197420969605446,,,,
4,4049,0.09734571725130081,,,,
4,4099,0.024052923545241356,,,,
4,4149,0.031152285635471344,,,,
4,4199,0.015003383159637451,,,,
4,4249,0.037975747138261795,,,,
4,4294,,0.9797999858856201,0.06447794288396835,,
4,4294,,,,0.9838111400604248,
5,4299,0.03975789621472359,,,,
5,4349,0.026504332199692726,,,,
5,4399,0.006404918618500233,,,,
5,4449,0.016039876267313957,,,,
5,4499,0.04273465275764465,,,,
5,4549,0.012669079005718231,,,,
5,4599,0.01989837735891342,,,,
5,4649,0.08421233296394348,,,,
5,4699,0.05213627964258194,,,,
5,4749,0.008015241473913193,,,,
5,4799,0.008819228038191795,,,,
5,4849,0.024834157899022102,,,,
5,4899,0.03993258625268936,,,,
5,4949,0.026104561984539032,,,,
5,4999,0.008027689531445503,,,,
5,5049,0.012126008048653603,,,,
5,5099,0.0297482181340456,,,,
5,5149,0.08739230781793594,,,,
5,5153,,0.9768000245094299,0.07830885052680969,,
5,5153,,,,0.9857028722763062,
6,5199,0.03757396340370178,,,,
6,5249,0.12388541549444199,,,,
6,5299,0.009118271060287952,,,,
6,5349,0.007434086408466101,,,,
6,5399,0.03161507099866867,,,,
6,5449,0.14490708708763123,,,,
6,5499,0.018115967512130737,,,,
6,5549,0.006342129781842232,,,,
6,5599,0.019267676398158073,,,,
6,5649,0.053102754056453705,,,,
6,5699,0.14731855690479279,,,,
6,5749,0.06054225564002991,,,,
6,5799,0.04002324119210243,,,,
6,5849,0.05327560752630234,,,,
6,5899,0.004538668319582939,,,,
6,5949,0.0020260605961084366,,,,
6,5999,0.045196209102869034,,,,
6,6012,,0.9796000123023987,0.06977851688861847,,
6,6012,,,,0.9871944189071655,
7,6049,0.04284307360649109,,,,
7,6099,0.03767266124486923,,,,
7,6149,0.01903364434838295,,,,
7,6199,0.03205481544137001,,,,
7,6249,0.03390703722834587,,,,
7,6299,0.08327171206474304,,,,
7,6349,0.01762065477669239,,,,
7,6399,0.00878011155873537,,,,
7,6449,0.015616313554346561,,,,
7,6499,0.02018093876540661,,,,
7,6549,0.06327077001333237,,,,
7,6599,0.1456998884677887,,,,
7,6649,0.07770460844039917,,,,
7,6699,0.02294357679784298,,,,
7,6749,0.019748153164982796,,,,
7,6799,0.055289868265390396,,,,
7,6849,0.05524101480841637,,,,
7,6871,,0.9793999791145325,0.06604468077421188,,
7,6871,,,,0.9877219200134277,
8,6899,0.03770245239138603,,,,
8,6949,0.015748970210552216,,,,
8,6999,0.016736947000026703,,,,
8,7049,0.025902431458234787,,,,
8,7099,0.04016012325882912,,,,
8,7149,0.03076275996863842,,,,
8,7199,0.005214877426624298,,,,
8,7249,0.02769109606742859,,,,
8,7299,0.0294914860278368,,,,
8,7349,0.008793767541646957,,,,
8,7399,0.008114492520689964,,,,
8,7449,0.0026026954874396324,,,,
8,7499,0.004805091768503189,,,,
8,7549,0.007310499902814627,,,,
8,7599,0.0034771268256008625,,,,
8,7649,0.020346343517303467,,,,
8,7699,0.007287211716175079,,,,
8,7730,,0.9811999797821045,0.061841558665037155,,
8,7730,,,,0.9886496067047119,
9,7749,0.0068951682187616825,,,,
9,7799,0.009577620774507523,,,,
9,7849,0.009213685989379883,,,,
9,7899,0.020832562819123268,,,,
9,7949,0.01744541898369789,,,,
9,7999,0.0016413555713370442,,,,
9,8049,0.004830195568501949,,,,
9,8099,0.026398636400699615,,,,
9,8149,0.010196665301918983,,,,
9,8199,0.08906686305999756,,,,
9,8249,0.027660507708787918,,,,
9,8299,0.013296983204782009,,,,
9,8349,0.03897326439619064,,,,
9,8399,0.01721986010670662,,,,
9,8449,0.005837095435708761,,,,
9,8499,0.14148081839084625,,,,
9,8549,0.037132132798433304,,,,
9,8589,,0.9796000123023987,0.06586764752864838,,
9,8589,,,,0.9893953800201416,
10,8590,,,,,0.9848999977111816
